place	time	pace	age	gender	location	state	divPlace	divTot
2477	81.45	8.145	24	M	Princeton NJ	NJ	141	347
6147	104.33	10.433	25	M	Washington DC	DC	1283	1457
4923	98.23	9.823	30	F	Columbia MD	MD	1102	2228
3996	89.47	8.947	32	M	Alexandria VA	VA	873	1490
2888	83.85	8.385	33	M	Arlington VA	VA	639	1490
4162	95.77	9.577	33	F	Washington DC	DC	917	2228
5585	99.33	9.933	34	M	Washington DC	DC	1196	1490
2792	83.32	8.332	43	M	Ashburn VA	VA	359	931
2865	90.92	9.092	23	F	Washington DC	DC	362	974
2359	88.73	8.873	23	F	Arlington VA	VA	299	974
4525	97	9.7	24	F	Washington DC	DC	565	974
2603	82.22	8.222	32	M	Silver Spring MD	MD	580	1490
2619	82.33	8.233	53	M	Fairfax VA	VA	162	483
1275	74.15	7.415	39	M	Williamsburg VA	VA	192	1093
8083	112.87	11.287	27	F	Bethesda MD	MD	2399	2782
1827	77.72	7.772	41	M	Arlington VA	VA	227	931
7123	107.2	10.72	62	F	Alexandria VA	VA	41	93
923	80.48	8.048	67	F	Bethesda MD	MD	1	35
7902	111.5	11.15	27	F	South Bend IN	IN	2356	2782
9343	127.18	12.718	30	F	Rockville MD	MD	2124	2228
7925	111.67	11.167	46	F	Reston VA	VA	442	554
6457	108.37	10.837	40	M	Bethesda MD	MD	838	931
1812	77.63	7.763	24	M	Vienna VA	VA	109	347
6025	102.42	10.242	26	F	Washington DC	DC	1839	2782
5930	102.27	10.227	57	M	Falls Church VA	VA	292	375
7166	107.37	10.737	52	F	Alexandria VA	VA	263	397
5979	102.23	10.223	30	F	Alexandria VA	VA	1329	2228
3295	92.68	9.268	29	F	Washington DC	DC	1037	2782
3690	87.87	8.787	55	M	Reston VA	VA	145	375
5377	99.93	9.993	29	F	Silver Spring MD	MD	1660	2782
6947	106.27	10.627	50	F	Greenbelt MD	MD	249	397
6978	120.43	12.043	34	M	Silver Spring MD	MD	1449	1490
1047	72.38	7.238	33	M	Arlington VA	VA	259	1490
815	70.3	7.03	38	M	Silver Spring MD	MD	109	1093
8830	118.88	11.888	26	F	Washington DC	DC	2594	2782
1840	86.45	8.645	30	F	Boston MA	MA	405	2228
2540	89.52	8.952	24	F	Washington DC	DC	320	974
356	74.4	7.44	28	F	Philadelphia PA	PA	122	2782
4438	91.98	9.198	52	M	Severn MD	MD	290	483
2558	89.6	8.96	30	F	Washington DC	DC	566	2228
1256	83.07	8.307	44	F	Annapolis MD	MD	123	974
1155	82.3	8.23	30	F	Arlington VA	VA	253	2228
452	75.68	7.568	28	F	Washington DC	DC	151	2782
2687	90.18	9.018	16	F	Washington DC	DC	29	83
8827	118.83	11.883	28	F	Arlington VA	VA	2592	2782
6169	102.95	10.295	24	F	Arlington VA	VA	726	974
2724	90.33	9.033	50	F	Yardley PA	PA	83	397
1827	86.42	8.642	26	F	Washington DC	DC	585	2782
1326	74.6	7.46	31	M	Philadelphia PA	PA	317	1490
3912	89.02	8.902	35	M	Washington DC	DC	612	1093
3811	88.52	8.852	26	M	Silver Spring MD	MD	838	1457
6218	105.37	10.537	40	M	Arlington VA	VA	804	931
7942	111.85	11.185	33	F	North Bethesda MD	MD	1784	2228
3903	88.98	8.898	31	M	Annapolis MD	MD	856	1490
5242	99.38	9.938	29	F	Rockville MD	MD	1618	2782
1067	81.62	8.162	34	F	Arlington VA	VA	237	2228
1623	85.4	8.54	45	F	Bethesda MD	MD	80	554
3856	94.7	9.47	25	F	Floral Park NY	NY	1185	2782
3382	86.35	8.635	25	M	Frederick MD	MD	759	1457
1167	73.28	7.328	26	M	Leesburg VA	VA	278	1457
902	71.12	7.112	30	M	Arlington VA	VA	231	1490
8689	117.47	11.747	25	F	Columbia MD	MD	2560	2782
1778	77.43	7.743	29	M	Washington DC	DC	425	1457
1752	86.07	8.607	22	F	Arlington VA	VA	233	974
1730	77.17	7.717	30	M	Joliet VA	VA	397	1490
6978	106.43	10.643	37	F	Chevy Chase MD	MD	943	1367
4960	98.37	9.837	41	F	Lorton VA	VA	470	974
3757	94.35	9.435	46	F	McLean VA	VA	191	554
4867	98.03	9.803	27	F	Findlay OH	OH	1512	2782
5915	101.92	10.192	51	F	League City TX	TX	200	397
3140	92	9.2	37	F	Greenbelt MD	MD	415	1367
8333	114.57	11.457	28	F	Washington DC	DC	2463	2782
9157	123.37	12.337	24	F	Washington DC	DC	951	974
3305	92.72	9.272	36	F	Vienna VA	VA	434	1367
3915	89.03	8.903	46	M	Laytonsville MD	MD	341	648
2964	91.32	9.132	43	F	Alexandria VA	VA	276	974
2829	90.77	9.077	24	F	Fairfax VA	VA	357	974
7229	107.67	10.767	29	F	Washington DC	DC	2197	2782
5327	99.73	9.973	29	F	Washington DC	DC	1643	2782
6593	104.68	10.468	41	F	Ellicott City MD	MD	633	974
3455	86.77	8.677	44	M	Silver Spring MD	MD	440	931
3383	93.02	9.302	21	F	Baltimore MD	MD	447	974
2546	89.53	8.953	33	F	Washington DC	DC	563	2228
4520	92.38	9.238	39	M	Gulfport MS	MS	696	1093
8917	119.83	11.983	37	F	Washington DC	DC	1235	1367
4685	93.38	9.338	30	M	Alexandria VA	VA	1000	1490
1873	86.63	8.663	24	F	Baltimore MD	MD	249	974
1334	83.6	8.36	26	F	Arlington VA	VA	433	2782
8222	113.88	11.388	28	F	Washington DC	DC	2432	2782
5615	100.8	10.08	31	F	Washington DC	DC	1247	2228
6696	105.07	10.507	26	F	Alexandria VA	VA	2045	2782
5809	101.05	10.105	22	M	Clinton MD	MD	300	347
6971	120.22	12.022	28	M	Chevy Chase MD	MD	1430	1457
5387	99.97	9.997	37	F	Frederick MD	MD	724	1367
4593	97.2	9.72	44	F	Kings Park NY	NY	435	974
5821	101.55	10.155	32	F	Washington DC	DC	1296	2228
756	69.73	6.973	45	M	Arlington VA	VA	56	648
4411	96.58	9.658	43	F	Alexandria VA	VA	408	974
4256	96.03	9.603	27	F	Springfield VA	VA	1307	2782
8966	120.42	12.042	27	F	Arlington VA	VA	2620	2782
4266	90.97	9.097	30	M	Arlington VA	VA	921	1490
3475	86.85	8.685	59	M	Silver Spring MD	MD	137	375
6752	105.32	10.532	59	F	McLean VA	VA	129	236
6879	105.97	10.597	50	F	Eldersburg MD	MD	245	397
6297	103.53	10.353	35	F	National Harbor MD	MD	851	1367
2219	88.13	8.813	34	F	Vienna VA	VA	494	2228
1850	86.5	8.65	24	F	Arlington VA	VA	248	974
5311	97.27	9.727	34	M	Washington DC	DC	1135	1490
2959	84.37	8.437	32	M	Arlington VA	VA	653	1490
7924	111.67	11.167	28	F	Baltimore MD	MD	2363	2782
3600	87.48	8.748	31	M	Washington DC	DC	792	1490
5494	98.55	9.855	36	M	Washington DC	DC	841	1093
6228	105.47	10.547	46	M	Riva MD	MD	556	648
2982	84.45	8.445	29	M	Silver Spring MD	MD	675	1457
2289	80.23	8.023	40	M	Arlington VA	VA	289	931
6322	106.7	10.67	32	M	Washington DC	DC	1327	1490
1430	84.23	8.423	24	F	Washington DC	DC	189	974
5601	99.42	9.942	24	M	Washington DC	DC	290	347
2693	90.22	9.022	28	F	Philadelphia PA	PA	853	2782
3942	89.15	8.915	48	M	Vienna VA	VA	348	648
8967	120.42	12.042	45	F	Arlington VA	VA	498	554
8392	115.07	11.507	22	F	Frederick MD	MD	891	974
1791	77.5	7.75	38	M	Washington DC	DC	261	1093
4073	95.47	9.547	47	F	Bowie MD	MD	211	554
2604	89.78	8.978	40	F	Fredericksburg VA	VA	250	974
564	67.75	6.775	28	M	Arlington VA	VA	145	1457
6375	107.35	10.735	29	M	Washington DC	DC	1322	1457
2890	91.02	9.102	38	F	Washington DC	DC	374	1367
9568	133.5	13.35	31	F	Fairfax VA	VA	2186	2228
2793	90.62	9.062	38	F	Alexandria VA	VA	362	1367
2764	90.48	9.048	31	F	Alexandria VA	VA	609	2228
9264	125.4	12.54	58	F	Baltimore MD	MD	221	236
483	76.02	7.602	34	F	Washington DC	DC	111	2228
5939	102.33	10.233	28	M	Baltimore MD	MD	1247	1457
8923	119.97	11.997	41	F	Alexandria VA	VA	882	974
4604	97.25	9.725	27	F	Arlington VA	VA	1427	2782
4285	96.12	9.612	38	F	Chandler AR	AR	571	1367
5249	96.9	9.69	40	M	Washington DC	DC	678	931
8864	119.28	11.928	40	F	Glenmoore PA	PA	877	974
1151	73.18	7.318	34	M	Bethsda MD	MD	277	1490
5354	99.85	9.985	38	F	Marietta GA	GA	719	1367
7751	110.5	11.05	64	F	Bethesda MD	MD	46	93
3532	93.6	9.36	24	F	Washington DC	DC	460	974
784	69.98	6.998	24	M	Brooklyn NY	NY	54	347
5349	99.83	9.983	27	F	Crofton MD	MD	1648	2782
2217	79.82	7.982	40	M	Centreville VA	VA	279	931
5043	98.67	9.867	25	F	Baltimore MD	MD	1565	2782
6764	114.2	11.42	57	M	Granville OH	OH	338	375
2481	89.23	8.923	36	F	Potomac MD	MD	317	1367
4051	95.38	9.538	27	F	Alexandria VA	VA	1246	2782
2434	81.18	8.118	34	M	Odenton MD	MD	533	1490
3461	93.3	9.33	47	F	Dayton ME	ME	177	554
9148	123.15	12.315	32	F	Smyrna DE	DE	2078	2228
2689	90.2	9.02	25	F	Washington DC	DC	850	2782
3962	95.1	9.51	25	F	Montgomery Villag MD	MD	1222	2782
205	61.88	6.188	30	M	Washington DC	DC	61	1490
3861	94.73	9.473	26	F	Washington DC	DC	1188	2782
1106	81.97	8.197	39	F	Arlington VA	VA	137	1367
3951	89.23	8.923	44	M	Woodbridge VA	VA	501	931
4805	94.15	9.415	26	M	Arlington VA	VA	1036	1457
437	66.1	6.61	23	M	Los Angeles CA	CA	31	347
4215	95.95	9.595	26	F	Baltimore MD	MD	1295	2782
966	80.82	8.082	52	F	Silver Spring MD	MD	30	397
2919	84	8.4	41	M	Alexandria VA	VA	380	931
7273	107.82	10.782	34	F	Alexandria VA	VA	1626	2228
8928	120.08	12.008	38	F	Bristow VA	VA	1238	1367
7974	112.08	11.208	34	F	Washington DC	DC	1793	2228
3441	93.23	9.323	26	F	Chicago IL	IL	1071	2782
497	66.95	6.695	29	M	Alexandria VA	VA	129	1457
7305	107.92	10.792	31	F	Hanover MD	MD	1634	2228
6539	109.48	10.948	35	M	Leesburg VA	VA	998	1093
6334	106.8	10.68	31	M	Annapolis MD	MD	1332	1490
1385	83.92	8.392	33	F	Washington DC	DC	315	2228
7150	134.78	13.478	32	M	Brooklyn NY	NY	1483	1490
4891	98.12	9.812	31	F	Washington DC	DC	1094	2228
684	69	6.9	40	M	Lewes DE	DE	69	931
1334	74.67	7.467	62	M	Olney MD	MD	14	196
1459	75.52	7.552	26	M	Washington DC	DC	342	1457
1988	87.23	8.723	40	F	San Francisco CA	CA	188	974
197	61.67	6.167	45	M	Lorton VA	VA	13	648
1602	76.35	7.635	41	M	Charlotte NC	NC	195	931
7259	107.78	10.778	53	F	Washington DC	DC	274	397
1893	78	7.8	22	M	Washington DC	DC	113	347
4751	93.78	9.378	22	M	Annapolis MD	MD	244	347
1226	82.82	8.282	32	F	Brooklyn NY	NY	274	2228
8223	113.9	11.39	30	F	Washington DC	DC	1866	2228
1450	75.48	7.548	23	M	Washington DC	DC	93	347
36	54.33	5.433	30	M	Alexandria VA	VA	9	1490
702	69.18	6.918	30	M	Washington DC	DC	190	1490
6023	102.42	10.242	26	F	Arlington VA	VA	1838	2782
3029	84.63	8.463	27	M	Washington DC	DC	683	1457
4725	93.65	9.365	28	M	Sharpsburg PA	PA	1019	1457
3050	91.72	9.172	23	F	Arlington VA	VA	397	974
6276	103.45	10.345	48	F	Arlington VA	VA	345	554
625	77.72	7.772	31	F	Arlington VA	VA	143	2228
9185	123.82	12.382	38	F	Easton PA	PA	1276	1367
6672	104.97	10.497	28	F	Washington DC	DC	2039	2782
3537	93.6	9.36	43	F	Alexandria VA	VA	331	974
5906	101.88	10.188	41	F	Annandale VA	VA	567	974
6521	109.23	10.923	31	M	Arlington VA	VA	1363	1490
1585	76.23	7.623	44	M	Alexandria VA	VA	191	931
2134	87.82	8.782	37	F	Charlottesville VA	VA	259	1367
355	64.85	6.485	21	M	Cherry Hill NJ	NJ	24	347
3668	94	9.4	41	F	Great Falls VA	VA	345	974
264	63.15	6.315	30	M	Washington DC	DC	76	1490
3896	94.83	9.483	30	F	Philadelphia PA	PA	841	2228
4741	93.73	9.373	28	M	Baltimore MD	MD	1021	1457
9363	127.65	12.765	39	F	Alexandria VA	VA	1304	1367
2656	82.53	8.253	41	M	Alexandria VA	VA	343	931
5098	98.9	9.89	27	F	Wakefield MA	MA	1577	2782
1474	75.62	7.562	26	M	Washington DC	DC	350	1457
3854	88.72	8.872	43	M	Mechanicsville MD	MD	489	931
6663	111.97	11.197	40	M	Fredericksburg VA	VA	867	931
7607	109.67	10.967	29	F	Washington DC	DC	2293	2782
3184	92.23	9.223	24	F	Chapel Hill NC	NC	419	974
9534	132.05	13.205	31	F	Largo MD	MD	2171	2228
5820	101.13	10.113	57	M	Clarksville MD	MD	281	375
283	63.53	6.353	29	M	Houston TX	TX	78	1457
7970	112.05	11.205	35	F	Washington DC	DC	1084	1367
9398	128.4	12.84	32	F	Arlington VA	VA	2142	2228
2630	82.42	8.242	30	M	Washington DC	DC	586	1490
7019	106.62	10.662	39	F	Ashburn VA	VA	952	1367
2513	81.67	8.167	38	M	Annandale VA	VA	360	1093
4707	93.52	9.352	43	M	Fairfax VA	VA	618	931
3592	93.78	9.378	39	F	Arlington VA	VA	486	1367
4540	97.03	9.703	54	F	Nashville TN	TN	150	397
6596	110.87	11.087	44	M	Gaithersburg MD	MD	862	931
1651	76.63	7.663	40	M	Washington DC	DC	200	931
4269	96.07	9.607	21	F	Washington DC	DC	544	974
1406	84.12	8.412	37	F	Germantown MD	MD	176	1367
5639	100.87	10.087	31	F	Baltimore MD	MD	1254	2228
5181	99.15	9.915	28	F	North Bethesda MD	MD	1601	2782
4117	90.13	9.013	43	M	Washington DC	DC	526	931
1788	86.27	8.627	19	F	Baltimore MD	MD	16	83
5494	100.33	10.033	41	F	Lancaster PA	PA	526	974
4581	92.73	9.273	53	M	Reisterstown MD	MD	303	483
618	68.35	6.835	26	M	Washington DC	DC	161	1457
7949	111.87	11.187	30	F	Arlington VA	VA	1787	2228
3504	86.97	8.697	34	M	Baltimore MD	MD	772	1490
7873	111.37	11.137	26	F	Silver Spring MD	MD	2348	2782
1982	87.2	8.72	30	F	Washington DC	DC	441	2228
9435	129.23	12.923	32	F	Centreville VA	VA	2151	2228
8843	118.98	11.898	54	F	Reston VA	VA	356	397
9613	135.92	13.592	45	F	Alexandria CA	CA	548	554
5392	99.97	9.997	29	F	Washington DC	DC	1667	2782
908	71.18	7.118	32	M	Washington DC	DC	232	1490
1416	84.17	8.417	26	F	Washington DC	DC	455	2782
5301	97.23	9.723	23	M	Arlington VA	VA	278	347
6232	105.52	10.552	29	M	Fairfax VA	VA	1302	1457
1747	77.27	7.727	46	M	Broadlands VA	VA	152	648
6355	103.78	10.378	33	F	South Riding VA	VA	1420	2228
4088	95.52	9.552	28	F	Arlington VA	VA	1260	2782
1023	72.2	7.22	26	M	White Plains NY	NY	245	1457
3901	94.83	9.483	33	F	Alexandria VA	VA	842	2228
1396	84.05	8.405	23	F	Washington DC	DC	181	974
9610	135.82	13.582	32	F	West Newton MA	MA	2200	2228
6951	119.63	11.963	37	M	Arlington VA	VA	1053	1093
6682	105.02	10.502	47	F	McLean VA	VA	370	554
6895	106.03	10.603	25	F	Washington DC	DC	2106	2782
2813	83.42	8.342	20	M	Muncy PA	PA	157	347
9030	121.22	12.122	31	F	Arlington VA	VA	2051	2228
717	78.73	7.873	32	F	Washington DC	DC	166	2228
1731	86	8.6	29	F	Washington DC	DC	557	2782
3691	87.88	8.788	49	M	Gaithersburg MD	MD	324	648
330	73.93	7.393	27	F	Washington DC	DC	117	2782
7127	131.7	13.17	43	M	Bethpage NY	NY	924	931
2241	79.93	7.993	27	M	Alexandria VA	VA	536	1457
9394	128.27	12.827	30	F	Baltimore MD	MD	2140	2228
8431	115.25	11.525	43	F	Bethesda MD	MD	825	974
7443	108.62	10.862	26	F	Harrisburg PA	PA	2250	2782
5003	95.3	9.53	35	M	Silver Spring MD	MD	770	1093
75	57.27	5.727	29	M	Washington DC	DC	33	1457
3922	94.92	9.492	29	F	Washington DC	DC	1206	2782
9539	132.32	13.232	34	F	Frederick MD	MD	2175	2228
1124	82.08	8.208	20	F	Dalton OH	OH	154	974
3567	87.28	8.728	30	M	Washington DC	DC	785	1490
3965	89.28	8.928	26	M	Broad Brook CT	CT	867	1457
6011	102.37	10.237	28	F	Washington DC	DC	1835	2782
19	60.37	6.037	36	F	Alexandria VA	VA	1	1367
8218	113.87	11.387	37	F	Elkridge MD	MD	1125	1367
5868	101.62	10.162	29	M	Vienna VA	VA	1232	1457
5996	102.87	10.287	33	M	Washington DC	DC	1273	1490
6320	106.68	10.668	63	M	Lees Summit MO	MO	149	196
2239	88.2	8.82	55	F	Arlington VA	VA	31	236
8853	119.12	11.912	37	F	Ravenna OH	OH	1222	1367
2948	91.25	9.125	25	F	Washington DC	DC	927	2782
6158	104.48	10.448	50	M	Washington Grove MD	MD	412	483
4863	94.53	9.453	30	M	Woodbridge VA	VA	1040	1490
6117	104.13	10.413	41	M	Washington DC	DC	789	931
2355	88.72	8.872	42	F	Pylesville MD	MD	231	974
6352	103.78	10.378	64	F	Millsboro DE	DE	32	93
172	61	6.1	51	M	West Roxbury MA	MA	9	483
2569	82	8.2	36	M	Washington DC	DC	369	1093
4904	98.15	9.815	40	F	Reston VA	VA	461	974
8883	119.47	11.947	33	F	Chevy Chase MD	MD	2011	2228
5904	101.97	10.197	56	M	Ellicott City MD	MD	289	375
4800	94.12	9.412	36	M	Arlington VA	VA	745	1093
8681	117.4	11.74	24	F	Washington DC	DC	918	974
2399	88.9	8.89	20	F	Belleair FL	FL	307	974
2396	88.88	8.888	33	F	New York NY	NY	533	2228
7670	110.02	11.002	50	F	Washington DC	DC	300	397
9492	130.9	13.09	43	F	Washington DC	DC	945	974
4939	98.3	9.83	24	F	Arlington VA	VA	601	974
2828	90.77	9.077	25	F	Orlando FL	FL	891	2782
1283	74.22	7.422	32	M	Newark DE	DE	309	1490
6315	103.62	10.362	24	F	Laurel MD	MD	733	974
2394	80.9	8.09	43	M	Edgewater MD	MD	305	931
7399	108.4	10.84	29	F	Washington DC	DC	2236	2782
4654	93.18	9.318	42	M	Imperial MO	MO	610	931
7433	108.58	10.858	27	F	Fairfax VA	VA	2248	2782
3012	84.57	8.457	30	M	Savannah GA	GA	664	1490
5912	101.92	10.192	37	F	Crofton MD	MD	796	1367
5035	95.55	9.555	39	M	Woodbridge VA	VA	777	1093
1696	85.78	8.578	31	F	Alexandria VA	VA	377	2228
4080	89.97	8.997	42	M	Great Falls VA	VA	518	931
6942	119.37	11.937	40	M	Prospect Park PA	PA	905	931
6936	106.22	10.622	45	F	Middletown NJ	NJ	384	554
831	70.45	7.045	58	M	Washington DC	DC	26	375
6985	106.47	10.647	35	F	Burke VA	VA	946	1367
6927	119.02	11.902	26	M	Clifton NJ	NJ	1422	1457
6394	103.93	10.393	32	F	Leonardtown MD	MD	1430	2228
5462	100.2	10.02	34	F	Washington DC	DC	1213	2228
597	77.35	7.735	26	F	Arlington VA	VA	203	2782
2703	82.83	8.283	37	M	Arlington VA	VA	390	1093
315	64.23	6.423	29	M	Chapel Hill NC	NC	88	1457
935	80.53	8.053	26	F	New York NY	NY	307	2782
2562	89.62	8.962	39	F	Bethesda MD	MD	328	1367
6406	103.97	10.397	37	F	Washington DC	DC	864	1367
1016	81.28	8.128	26	F	Arlington VA	VA	333	2782
3607	93.82	9.382	39	F	Chevy Chase MD	MD	489	1367
3101	91.88	9.188	34	F	Washington DC	DC	668	2228
1093	72.77	7.277	43	M	Jessup MD	MD	118	931
2978	91.4	9.14	32	F	Arlington VA	VA	649	2228
6704	112.73	11.273	39	M	Fairfax VA	VA	1021	1093
2145	79.37	7.937	45	M	Alexandria VA	VA	191	648
199	61.72	6.172	40	M	Arlington VA	VA	14	931
5805	101.02	10.102	48	M	Centreville VA	VA	515	648
2507	89.37	8.937	36	F	Alexandria VA	VA	323	1367
3297	92.68	9.268	40	F	Tampa FL	FL	307	974
1958	78.35	7.835	55	M	Virginia Beach VA	VA	67	375
5322	99.72	9.972	55	F	Canada	Canada	85	236
6259	103.37	10.337	43	F	Fairfax VA	VA	596	974
3589	93.77	9.377	25	F	Washington DC	DC	1105	2782
7891	111.43	11.143	47	F	Leesburg VA	VA	437	554
7799	110.87	11.087	23	F	Baltimore MD	MD	847	974
8466	115.52	11.552	33	F	Washington DC	DC	1917	2228
6038	103.23	10.323	39	M	Colonial Beach VA	VA	926	1093
2803	90.67	9.067	31	F	Alexandria VA	VA	618	2228
1085	72.7	7.27	25	M	Arlington VA	VA	261	1457
4362	91.57	9.157	36	M	Cranford NJ	NJ	679	1093
6700	105.08	10.508	28	F	Washington DC	DC	2047	2782
6778	114.48	11.448	40	M	Hollywood FL	FL	886	931
7653	109.95	10.995	46	F	Landenberg PA	PA	426	554
3434	93.22	9.322	32	F	Washington DC	DC	746	2228
9211	124.25	12.425	29	F	Washington DC	DC	2680	2782
1189	82.55	8.255	32	F	Washington DC	DC	264	2228
8198	113.72	11.372	24	F	Washington DC	DC	879	974
4168	90.47	9.047	42	M	Columbia MD	MD	538	931
8579	116.45	11.645	37	F	Washington DC	DC	1185	1367
7331	108.07	10.807	27	F	Baltimore MD	MD	2219	2782
6327	106.7	10.67	24	M	Springfield VA	VA	324	347
5243	99.38	9.938	29	F	Washington Dc DC	DC	1619	2782
1323	83.53	8.353	26	F	Washington DC	DC	427	2782
696	69.1	6.91	26	M	Arlington VA	VA	180	1457
4599	92.83	9.283	45	M	Port Chester NY	NY	400	648
257	72.73	7.273	39	F	Lake Orion MI	MI	21	1367
699	78.52	7.852	55	F	Stone Ridge VA	VA	8	236
2203	79.73	7.973	28	M	Washington DC	DC	527	1457
4595	97.22	9.722	29	F	Washington DC	DC	1421	2782
2117	87.77	8.777	26	F	Washington DC	DC	677	2782
140	68.88	6.888	39	F	Manassas VA	VA	11	1367
3419	93.18	9.318	29	F	New York NY	NY	1065	2782
2623	82.37	8.237	51	M	Bethesda MD	MD	163	483
5183	96.43	9.643	46	M	Feasterville PA	PA	453	648
4159	90.43	9.043	44	M	Raleigh NC	NC	535	931
102	58.63	5.863	26	M	Arlington VA	VA	40	1457
2340	88.67	8.867	27	F	Washington DC	DC	740	2782
7186	145.87	14.587	66	M	Gaithersburg MD	MD	79	79
530	67.33	6.733	34	M	Louisville KY	KY	151	1490
1457	75.52	7.552	37	M	Alexandria VA	VA	219	1093
2593	89.75	8.975	21	F	Jacksonville FL	FL	326	974
5717	101.13	10.113	65	F	Romeoville IL	IL	15	35
6912	118.52	11.852	34	M	Fairfax VA	VA	1437	1490
2074	79.03	7.903	28	M	Baltimore MD	MD	495	1457
602	68.13	6.813	29	M	Pittsburgh PA	PA	156	1457
6443	108.23	10.823	59	M	Falls Church VA	VA	319	375
6423	104.02	10.402	41	F	Washington DC	DC	620	974
3304	85.93	8.593	51	M	Reisterstown MD	MD	205	483
6633	104.85	10.485	45	F	Bridgewater NJ	NJ	369	554
7090	129.22	12.922	36	M	Lynchburg VA	VA	1077	1093
6806	115.18	11.518	70	M	Chesapeake VA	VA	12	21
4203	95.9	9.59	30	F	Long Island City NY	NY	924	2228
2258	88.3	8.83	25	F	Arlington VA	VA	713	2782
4676	97.4	9.74	35	F	Washington DC	DC	619	1367
9708	145.22	14.522	34	F	Alexandria VA	VA	2221	2228
5258	99.43	9.943	28	F	Schenectady NY	NY	1623	2782
1038	81.43	8.143	35	F	Alexandria VA	VA	129	1367
3045	91.7	9.17	27	F	Arlington VA	VA	961	2782
8163	113.42	11.342	33	F	Carlisle PA	PA	1847	2228
372	65.08	6.508	31	M	Washington DC	DC	104	1490
5284	97.13	9.713	23	M	Washington DC	DC	277	347
2313	80.37	8.037	43	M	Woodbridge VA	VA	293	931
1589	76.23	7.623	27	M	Bethesda MD	MD	381	1457
902	80.33	8.033	27	F	Arlington VA	VA	293	2782
3834	88.63	8.863	27	M	New York NY	NY	845	1457
4653	97.35	9.735	22	F	Washington DC	DC	575	974
1231	73.82	7.382	38	M	Woodbridge VA	VA	181	1093
282	73.12	7.312	26	F	Westminster MD	MD	103	2782
6246	105.67	10.567	24	M	Columbia MD	MD	321	347
2983	84.45	8.445	41	M	Clifton NJ	NJ	387	931
1624	76.5	7.65	16	M	Silver Spring MD	MD	23	66
1300	74.37	7.437	36	M	Germantown MD	MD	197	1093
5410	97.93	9.793	27	M	Washington DC	DC	1145	1457
3850	94.68	9.468	26	F	Washington DC	DC	1182	2782
2038	87.45	8.745	40	F	Leesburg VA	VA	199	974
560	67.68	6.768	24	M	Reston VA	VA	41	347
7279	107.85	10.785	53	F	Lorton VA	VA	277	397
1230	73.82	7.382	28	M	Washington DC	DC	290	1457
969	80.85	8.085	23	F	Bethesda MD	MD	133	974
2469	81.38	8.138	26	M	Jersey City NJ	NJ	587	1457
4874	98.08	9.808	26	F	New York NY	NY	1514	2782
7412	108.45	10.845	27	F	Alexandria VA	VA	2238	2782
8806	118.58	11.858	39	F	Ashburn VA	VA	1217	1367
6324	103.67	10.367	30	F	Arlington VA	VA	1416	2228
5551	100.58	10.058	32	F	Alexandria VA	VA	1234	2228
3799	94.5	9.45	31	F	Boston MA	MA	824	2228
5663	100.95	10.095	38	F	Burtonsville MD	MD	763	1367
2110	87.73	8.773	37	F	Silver Spring MD	MD	253	1367
2989	91.43	9.143	23	F	West Chester PA	PA	390	974
3493	93.42	9.342	35	F	Falls Church VA	VA	465	1367
6505	109.08	10.908	43	M	Arlington VA	VA	848	931
5	47.67	4.767	24	M	Blowing Rock NC	NC	3	347
5126	96.12	9.612	28	M	Washington DC	DC	1098	1457
1737	86.03	8.603	29	F	Arlington VA	VA	559	2782
6667	112.07	11.207	41	M	Baltimore MD	MD	869	931
1178	82.48	8.248	40	F	New York NY	NY	115	974
2027	87.42	8.742	40	F	Washington DC	DC	198	974
1822	86.4	8.64	28	F	Alexandria VA	VA	582	2782
3033	91.67	9.167	35	F	Chevy Chase MD	MD	395	1367
1415	84.17	8.417	24	F	Washington DC	DC	183	974
4764	93.85	9.385	32	M	Arlington VA	VA	1017	1490
4885	98.1	9.81	28	F	Philadelphia PA	PA	1519	2782
4100	90.07	9.007	44	M	Manassas VA	VA	522	931
523	76.47	7.647	27	F	Washington DC	DC	175	2782
7530	109.17	10.917	46	F	Mount Airy MD	MD	417	554
2863	90.92	9.092	34	F	New Orleans LA	LA	631	2228
158	69.62	6.962	27	F	Arlington VA	VA	62	2782
3397	93.1	9.31	28	F	New York NY	NY	1058	2782
4681	97.4	9.74	34	F	New York NY	NY	1040	2228
1680	85.65	8.565	29	F	Alexandria VA	VA	543	2782
1946	78.3	7.83	33	M	Arlington VA	VA	437	1490
9523	131.83	13.183	29	F	Springfield VA	VA	2746	2782
925	71.32	7.132	36	M	Manchester MD	MD	125	1093
4538	92.45	9.245	22	M	Rockville MD	MD	230	347
793	79.43	7.943	20	F	Ann Arbor MI	MI	106	974
2065	87.57	8.757	38	F	Carlisle PA	PA	247	1367
4651	93.17	9.317	28	M	Washington DC	DC	1009	1457
9495	131	13.1	28	F	Baltimore MD	MD	2738	2782
6323	106.7	10.67	48	M	Arlington VA	VA	564	648
6700	112.62	11.262	33	M	Alexandria VA	VA	1395	1490
5700	100.18	10.018	28	M	Rockville MD	MD	1200	1457
7106	130.33	13.033	46	M	Glenmoore PA	PA	640	648
517	67.2	6.72	28	M	Bethesda MD	MD	134	1457
772	69.87	6.987	41	M	Washington DC	DC	82	931
